Anime_id,Title,Genre,Type,Producer,Studio,Rating,ScoredBy,Popularity,Members,Episodes,Source,Aired,,,,,
18637,Tetsuwan Atom: Ivan no Wakusei - Robot to Ningen no Yuujou,"['Action', 'Mecha', 'Super Power', 'Sci-Fi', 'Shounen']",Movie,['Tezuka Productions'],,6.3,120,10212,554,1,Unknown,13-Sep-03,,,,,
18639,Rinne no Lagrange Season 2 Specials,['Comedy'],Special,"['Production I.G', 'Bandai Visual', 'Yomiuri Telecasting', 'flying DOG']",['Xebec'],6.39,635,7561,2041,6,Original,"Sep 21, 2012 to Feb 22, 2013",,,,,
18643,Kita e: Pure Session,['Music'],Music,,['Studio Deen'],5.72,86,11781,286,1,Unknown,31-May-00,,,,,
18653,JK to Orc Heidan: Aku Buta Oni ni Ryougyaku Sareta Seijo Gakuen,"['Hentai', 'Demons', 'Supernatural']",OVA,,['PoRO'],6.5,1672,5746,3997,2,Visual novel,"Jul 26, 2013 to Feb 28, 2014",,,,,
18655,Koikishi Purely☆Kiss The Animation,"['Hentai', 'Romance']",OVA,['Pink Pineapple'],['Seven'],7.34,2839,4213,7944,2,Visual novel,"Jul 26, 2013 to Feb 28, 2014",,,,,
18661,Kamisama Hajimemashita OVA,"['Comedy', 'Demons', 'Supernatural', 'Romance', 'Fantasy', 'Shoujo']",OVA,,['TMS Entertainment'],8.06,29249,1516,55410,2,Manga,20-Aug-13,,,,,
18669,Black Jack: Karte NG Extras,['Comedy'],Special,['Tezuka Productions'],,6.38,239,9570,809,1,Unknown,4-Apr-07,,,,,
18671,Chuunibyou demo Koi ga Shitai! Ren,"['Comedy', 'Drama', 'Romance', 'School', 'Slice of Life']",TV,"['Lantis', 'TBS']",['Kyoto Animation'],7.6,176715,225,300224,12,Light novel,"Jan 9, 2014 to Mar 27, 2014",,,,,
18677,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,"['Comedy', 'Romance', 'Ecchi', 'Fantasy']",TV,"['Lantis', 'Kadokawa Shoten', 'Rakuonsha', 'KlockWorx', 'chara-ani.com', 'Docomo Anime Store', 'Fujimi Shobo']",['Asread'],7.04,76222,541,160913,12,Light novel,"Oct 5, 2013 to Dec 21, 2013",,,,,
18679,Kill la Kill,"['Action', 'Comedy', 'Super Power', 'Ecchi', 'School']",TV,"['Aniplex', 'Dentsu', 'Kadokawa Shoten', 'Mainichi Broadcasting System', 'Movic', 'Ultra Super Pictures', 'Lucent Pictures Entertainment']",['Trigger'],8.19,411197,30,758581,24,Original,"Oct 4, 2013 to Mar 28, 2014",,,,,
18683,Shibai Taroka,"['Action', 'Comedy', 'Romance', 'School', 'Shounen']",OVA,['Knack Productions'],,6.06,31,11786,247,2,Unknown,"Nov 25, 1993 to May 21, 1994",,,,,
18689,Diamond no Ace,"['Comedy', 'School', 'Shounen', 'Sports']",TV,"['TV Tokyo', 'Sotsu', 'Pony Canyon', 'Kodansha', 'AT-X', 'DAX Production']","['Production I.G', 'Madhouse']",8.2,48787,789,109360,75,Manga,"Oct 6, 2013 to Mar 29, 2015",,,,,
18691,Joshikousei no Koshitsuki,['Hentai'],OVA,['Mary Jane'],,7.33,2692,4448,7391,6,Manga,"Aug 23, 2013 to Apr 24, 2015",,,,,
18693,Tenioha!: Onnanoko datte Honto wa Ecchi da yo?,['Hentai'],OVA,"['Mary Jane', 'Media Bank']",,7.16,2343,4806,5794,2,Visual novel,"Nov 22, 2013 to Jan 31, 2014",,,,,
18695,Toriko no Chigiri,['Hentai'],OVA,['Mary Jane'],,6.3,934,6777,2692,2,Visual novel,"Dec 6, 2013 to Mar 7, 2014",,,,,
18703,Star Dust,"['Sci-Fi', 'Space']",OVA,['Victor Entertainment'],,5.4,25,12718,157,1,Original,25-Sep-92,,,,,
18713,Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,"['Comedy', 'Parody', 'Sci-Fi']",OVA,,['Xebec'],7.26,9635,2993,19211,1,Light novel,23-Nov-12,,,,,
18723,Soul Reviver,"['Action', 'Seinen', 'Supernatural']",Special,['Digital Frontier'],,5.29,160,10876,432,1,Unknown,30-Apr-13,,,,,
18729,Marginal Prince: Gekkeiju no Ouji-tachi - Tokyo Merry-Go-Round,"['Romance', 'School', 'Shounen Ai']",Special,"['GDH', 'Tokyo Kids']",,6.14,185,8648,1169,1,Visual novel,19-Jul-07,,,,,
18731,Bokutachi no Peace River,"['Adventure', 'Drama', 'Kids', 'Supernatural']",OVA,['Shinano Kikaku'],['Toei Animation'],5.41,17,13920,122,1,Unknown,19-Oct-98,,,,,
18743,Money Wars: Nerawareta Waterfront Keikaku,['Seinen'],OVA,,['Gainax'],5.24,25,12320,196,1,Original,27-Sep-91,,,,,
18745,Chihayafuru 2: Waga Miyo ni Furu Nagame Shima ni,"['Comedy', 'Josei', 'School', 'Slice of Life']",OVA,['VAP'],['Madhouse'],7.09,11584,2601,23151,1,Manga,13-Sep-13,,,,,
18747,Hotaru Kagayaku,"['Drama', 'Kids']",OVA,,,6,17,12905,103,1,Unknown,23-Apr-91,,,,,
18753,Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,"['Comedy', 'Romance', 'School']",OVA,,['Brain&#039;s Base'],7.63,69601,782,112411,1,Light novel,19-Sep-13,,,,,
18755,Donyatsu,"['Comedy', 'Sci-Fi', 'Seinen']",Movie,,['Gathering'],6.18,1316,6702,2898,12,Manga,"Jun 1, 2013 to Dec 20, 2013",,,,,
18759,Captain Movie,"['Sports', 'Shounen']",Movie,['Nippon Television Network'],['Eiken'],6.68,25,12759,160,1,Unknown,4-Jul-81,,,,,
18767,BlazBlue: Alter Memory,"['Action', 'Fantasy']",TV,"['Lantis', 'Studio Mausu']","['Hoods Entertainment', 'teamKG']",6.25,25901,1464,64405,12,Game,"Oct 9, 2013 to Dec 25, 2013",,,,,
18771,Gifuu Doudou!!: Kanetsugu to Keiji,"['Action', 'Historical', 'Martial Arts', 'Samurai', 'Seinen']",TV,['North Stars Pictures'],['Studio Deen'],6.53,1565,5118,6126,25,Manga,"Jul 3, 2013 to Dec 18, 2013",,,,,
18773,Kuwagata Tsumami,['Comedy'],ONA,,,6.5,8,14274,107,84,Original,"Jul 10, 2005 to Nov, 2010",,,,,
18781,Puchimas!: Petit iDOLM@STER - Takatsuki Gold Densetsu Special!! Haruka-san Matsuri,"['Comedy', 'Music', 'Slice of Life']",Special,,['Gathering'],6.66,1061,7025,2681,6,4-koma manga,"Mar 27, 2013 to May 29, 2013",,,,,
18795,Dagram vs. Round-Facer,"['Space', 'Mecha', 'Sci-Fi']",Special,,['Sunrise'],4.99,145,11144,347,1,Unknown,21-Jan-87,,,,,
18799,Take Your Way,"['Action', 'Supernatural', 'Music', 'Seinen']",Music,['NAZ'],,6.6,1087,7563,1942,1,Unknown,20-May-13,,,,,
18815,Oh! Super Milk-chan Special,"['Action', 'Sci-Fi', 'Comedy', 'Parody']",Special,,['Studio Pierrot'],6.22,52,11871,255,1,Original,2-Mar-02,,,,,
18817,Yasai no Yousei: Quiz Gekijou,"['Comedy', 'Kids']",Movie,['Digital Media Lab'],,5.17,12,13901,127,1,Unknown,22-Jun-13,,,,,
18819,Alice Tantei Kyoku,"['Mystery', 'Kids', 'Fantasy']",TV,"['NHK', 'Studio Junio']",,5.25,28,12580,183,56,Original,"Apr 5, 1995 to Jan 21, 1997",,,,,
18821,Ano Yama ni Noborou yo,"['Adventure', 'Fantasy', 'Kids']",OVA,['Shinano Kikaku'],['Toei Animation'],5.44,25,13545,128,1,Unknown,2003,,,,,
18823,Hello Kitty no Kieta Santa-san no Okurimono,['Kids'],OVA,['Sanrio'],,5.68,37,13138,155,1,Unknown,2004,,,,,
18825,Hello Kitty no Shiawase no Tulip,['Kids'],Special,['Sanrio'],,6.09,34,13071,156,1,Unknown,7-Jan-95,,,,,
18827,Hello Kitty: Mahou no Mori no Ohimesama,"['Fantasy', 'Kids', 'Magic']",Movie,['Sanrio'],,6.11,58,12237,209,1,Unknown,20-Jul-91,,,,,
18829,Hello Kitty no Shiawase no Aoi Hotaru,['Kids'],OVA,['Sanrio'],,5.77,30,13214,151,1,Unknown,21-Apr-93,,,,,
18831,Rinkaku,"['Dementia', 'Horror', 'Music']",Music,,,5.6,497,9326,855,1,Unknown,16-Oct-12,,,,,
18835,Hakuouki Reimeiroku Tokuten Disc,"['Action', 'Supernatural', 'Josei']",OVA,,['Studio Deen'],7.35,651,6676,2902,2,Unknown,22-May-13,,,,,
18841,PES: Peace Eco Smile - Drive your Heart,"['Cars', 'Romance', 'Sci-Fi']",ONA,,['Studio 4°C'],5.05,292,10197,577,1,Unknown,23-May-12,,,,,
18845,Ninja Hattori-kun (2012),['Comedy'],TV,['TV Asahi'],['Shin-Ei Animation'],6.51,190,9889,515,52,Manga,"May 13, 2012 to Feb 16, 2015",,,,,
18849,Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,"['Slice of Life', 'Supernatural', 'Drama', 'Fantasy', 'Shoujo']",Special,,['Brain&#039;s Base'],7.71,10030,2902,20469,1,Manga,15-Dec-13,,,,,
18851,Fate/kaleid liner Prisma☆Illya: Undoukai de Dance!,"['Comedy', 'Magic', 'Fantasy']",OVA,,['Silver Link.'],6.81,14684,2308,29854,1,Manga,10-Mar-14,,,,,
18857,Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials,"['Slice of Life', 'Comedy', 'Romance']",ONA,['Aniplex'],['A-1 Pictures'],6.56,60095,1063,90470,3,Light novel,18-Aug-13,,,,,
18881,Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Picture Drama Omake Flash,"['Supernatural', 'School']",Special,,['Sunrise'],6.18,1811,4874,6370,1,Unknown,23-Apr-10,,,,,
18893,Aoki Hagane no Arpeggio: Ars Nova,"['Action', 'Sci-Fi', 'Seinen']",TV,"['Sotsu', 'KlockWorx', 'flying DOG', 'Ultra Super Pictures', 'Showgate', 'Shounen Gahousha']",['SANZIGEN'],7.5,48965,938,105659,12,Manga,"Oct 8, 2013 to Dec 24, 2013",,,,,
18897,Nisekoi,"['Harem', 'Comedy', 'Romance', 'School', 'Shounen']",TV,"['Aniplex', 'Mainichi Broadcasting System', 'Shueisha']",['Shaft'],7.81,286377,82,508210,20,Manga,"Jan 11, 2014 to May 24, 2014",,,,,
18907,Tensai Eri-chan Kingyo wo Tabeta,"['Kids', 'Slice of Life', 'Comedy']",Movie,['Victor Entertainment'],,4.3,10,14741,92,1,Unknown,26-Apr-97,,,,,
18919,The Midnight★Animal,"['Action', 'Supernatural', 'Seinen']",ONA,,['Gonzo'],4.6,10,12123,245,12,Original,"Aug 3, 2013 to Jan 22, 2014",,,,,
18937,Hakken Taiken Daisuki! Shimajirou,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Magic']",TV,,,6.41,29,13034,166,101,Original,"Apr 7, 2008 to Mar 29, 2010",,,,,
18939,Shimajirou Hesoka,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Magic']",TV,,['The Answer Studio'],6.14,21,13450,138,101,Original,"Apr 5, 2010 to Mar 26, 2012",,,,,
18941,Shimajirou no Wow!,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Magic']",TV,,['The Answer Studio'],5.92,13,12894,158,,Other,"Apr 2, 2012 to ?",,,,,
18943,Shimajirou to Fufu no Daibouken Movie: Sukue! Nana-iro no Hana,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Magic']",Movie,['Benesse Corporation'],,6.07,14,13748,128,1,Unknown,15-Mar-13,,,,,
18959,Waisetsu Missile The Animation,['Hentai'],OVA,['Pink Pineapple'],,6.42,1456,5941,3479,1,Manga,30-Aug-13,,,,,
18967,Zukkoke Sannin-gumi: Zukkoke Jikuu Bouken,"['Comedy', 'Historical', 'Sci-Fi']",OVA,"['Nippon Columbia', 'Tama Production']",,5.85,13,13827,122,1,Unknown,1-Apr-88,,,,,
18983,Yuuto-kun ga Iku,"['Kids', 'Sports']",TV,,['Shirogumi'],3.82,11,13567,130,26,Unknown,"Jun 14, 2013 to Dec 6, 2013",,,,,
18989,Koukaku Kidoutai Arise: Another Mission,"['Action', 'Mecha', 'Police', 'Sci-Fi']",Special,,['Production I.G'],6.66,2669,4468,8385,1,Unknown,4-Jun-13,,,,,
19009,DS Anime Soushuuhen '98,"['Comedy', 'Fantasy']",OVA,"['Studio Compile', 'Studio Carbuncle']",,6.45,85,11552,257,1,Game,1998,,,,,
19021,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,"['Comedy', 'Drama', 'Romance', 'School', 'Slice of Life']",Movie,,['Kyoto Animation'],7.38,20843,1717,45886,1,Light novel,14-Sep-13,,,,,
19023,"Wake Up, Girls!","['Drama', 'Music']",TV,"['TV Tokyo', 'Avex Entertainment', 'Sotsu', 'Sega', 'Gakken', 'Rakuonsha', 'AT-X', 'Toho', 'Ultra Super Pictures', 'DIVE II Entertainment', 'Good Smile Company']","['Tatsunoko Production', 'Ordet']",7.05,13323,2112,37132,12,Original,"Jan 11, 2014 to Mar 29, 2014",,,,,
19029,Yuyushiki: Nyanyashiki,['Comedy'],Special,,['Kinema Citrus'],6.32,4004,4313,8784,6,4-koma manga,"May 29, 2013 to Oct 23, 2013",,,,,
19049,Tobe! Pegasus Kokoro no Goal ni Shoot,"['School', 'Sports']",Movie,['Victor Entertainment'],,5.5,14,13984,120,1,Unknown,3-Jun-95,,,,,
19051,Imouto Paradise! 2,['Hentai'],OVA,"['Mary Jane', 'Moonstone Cherry']",,7.23,3566,4226,8140,2,Visual novel,"Aug 3, 2013 to Oct 4, 2013",,,,,
19053,Kaitou Jigoma Ongaku-hen,['Music'],Movie,['Victor Entertainment'],,4.5,28,13704,127,1,Unknown,12-Nov-88,,,,,
19059,UFO Nitsukamatta Kodomo-tachi,"['Sci-Fi', 'Kids']",OVA,['Gakken'],,5.2,25,14206,114,1,Unknown,1991,,,,,
19063,Judo-bu Monogatari,"['School', 'Sports']",OVA,,"['Studio Deen', 'Daume']",5.82,11,13427,131,2,Manga,"Mar 25, 1991 to Jun 25, 1991",,,,,
19067,Future Card Buddyfight,['Game'],TV,['Bushiroad'],"['Xebec', 'OLM']",7.11,1418,5325,4833,64,Card game,"Jan 4, 2014 to Apr 4, 2015",,,,,
19069,Okane wa Mawaru: Kurashi to Kinyuu,['Slice of Life'],OVA,['Gakken'],,5.6,25,13798,139,1,Unknown,1993,,,,,
19071,"Hyakumannen Attara, Dousuru?",['Kids'],OVA,,,5.43,14,14878,88,1,Unknown,1999,,,,,
19073,Hoshigari Hime no Bouken,"['Fantasy', 'Kids']",OVA,['Gakken'],,5.76,21,14736,92,1,Unknown,1992,,,,,
19081,Weekender Girl,['Music'],Music,"['Sega', 'Toy&#039;s Factory']",,6.55,1014,8042,1576,1,Unknown,29-Aug-12,,,,,
19087,Kaiketsu Tamagon,"['Adventure', 'Comedy', 'Kids']",TV,,['Tatsunoko Production'],5.79,28,13101,151,195,Unknown,"Oct 5, 1972 to Sep 28, 1973",,,,,
19099,Pokemon: Mewtwo - Kakusei e no Prologue,"['Adventure', 'Fantasy', 'Kids']",Special,,['OLM'],6.83,2553,5277,5317,1,Game,11-Jul-13,,,,,
19101,Shin Hitou Meguri,['Hentai'],OVA,,['PoRO'],6.42,1482,5832,3874,2,Visual novel,"Aug 30, 2013 to Aug 26, 2016",,,,,
19103,Mesu Saga: Persona,['Hentai'],OVA,"['MS Pictures', 'T-Rex', 'BOOTLEG']",,6.66,1095,6291,3055,1,Manga,19-Jul-13,,,,,
19109,Fate/kaleid liner Prisma☆Illya Specials,"['Comedy', 'Magic', 'Ecchi', 'Fantasy']",Special,,['Silver Link.'],6.88,11373,2587,23619,5,Manga,"Sep 27, 2013 to Jan 31, 2014",,,,,
19111,Love Live! School Idol Project 2nd Season,"['Music', 'School', 'Slice of Life']",TV,"['Bandai Visual', 'Lantis', 'Bushiroad']",['Sunrise'],7.99,79383,641,138105,13,Other,"Apr 6, 2014 to Jun 29, 2014",,,,,
19115,Giovanni no Shima,"['Drama', 'Historical']",Movie,['Warner Bros.'],['Production I.G'],7.8,5226,3165,15488,1,Original,22-Feb-14,,,,,
19117,Toaru Hikuushi e no Koiuta,"['Adventure', 'Drama', 'Romance']",TV,"['Bandai Visual', 'Sotsu', 'DAX Production', '3xCube', 'ZERO-A', 'Sammy', 'NichiNare', 'Toppan Printing']",['TMS Entertainment'],7.24,28933,1380,67185,13,Light novel,"Jan 6, 2014 to Mar 31, 2014",,,,,
19121,Doctor Chichibuyama,"['Ecchi', 'Parody', 'Seinen']",TV,"['Pony Canyon', 'Fuji TV', 'Ashi Production']",['Production Reed'],5.62,42,11773,235,2,4-koma manga,"Apr 3, 1988 to Jul 31, 1988",,,,,
19123,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen', 'Super Power']",Special,['Fuji TV'],['Toei Animation'],8.28,13594,2356,26188,1,Manga,24-Aug-13,,,,,
19125,Mogura no Adventure,"['Adventure', 'Kids']",Special,['Nippon Television Network'],,4.9,148,11329,315,1,Original,15-Oct-58,,,,,
19133,Turning Girls,"['Comedy', 'Slice of Life']",ONA,"['CoMix Wave Films', 'Baramiri']",['Trigger'],6.1,2898,5114,5898,7,Unknown,"Jun 18, 2013 to Jul 30, 2013",,,,,
19135,Kuroi Ame ni Utarete,"['Drama', 'Historical']",Movie,['GEN Productions'],,6.14,72,11129,295,1,Manga,12-Aug-84,,,,,
19137,EDEN,['Music'],Music,,,5.65,910,8240,1474,1,Unknown,15-Oct-11,,,,,
19151,Walkure Romanze,"['Action', 'Ecchi', 'Romance', 'Harem', 'School', 'Sports']",TV,"['Lantis', 'Pony Canyon']",['8bit'],6.52,30859,1179,75876,12,Visual novel,"Oct 7, 2013 to Dec 23, 2013",,,,,
19157,Youkai Watch,"['Comedy', 'Demons', 'Kids', 'Supernatural']",TV,,['OLM'],7.25,838,3762,11297,214,Game,"Jan 8, 2014 to Mar 30, 2018",,,,,
19159,Genshiken Nidaime OVA,"['Comedy', 'Parody', 'Slice of Life']",OVA,,['Production I.G'],7.27,5311,3853,11228,1,Manga,20-Dec-13,,,,,
19163,Date A Live II,"['Comedy', 'Harem', 'Mecha', 'Romance', 'School', 'Sci-Fi']",TV,"['Kadokawa Shoten', 'AT-X', 'Nippon Columbia']",['Production IMS'],7.45,160878,269,269314,10,Light novel,"Apr 12, 2014 to Jun 14, 2014",,,,,
19165,Fate/Zero Cafe,"['Comedy', 'Parody']",Movie,,['ufotable'],5.96,2235,3770,11390,1,Unknown,"Jul 13, 2013 to Mar 19, 2016",,,,,
19167,Senbon Matsubara,"['Historical', 'Drama']",Movie,,,6.04,24,13224,145,1,Unknown,11-Jul-92,,,,,
19169,Go! Go! Kadendanshi,"['Action', 'Seinen']",ONA,,['DLE'],5.22,27,12051,218,78,Unknown,"Jul 2, 2013 to Dec 28, 2013",,,,,
19171,Sanjougattai Transformers Go!,"['Mecha', 'Sci-Fi', 'Shounen']",OVA,,['Tatsunoko Production'],5.39,91,10970,365,10,Unknown,"Jul 1, 2013 to Apr 1, 2014",,,,,
19177,Chiisana Love Letter: Mariko to Nemunoki no Kodomo-tachi,"['Music', 'School', 'Drama']",Special,['TV Asahi'],,5.6,10,13642,139,1,Unknown,22-Dec-81,,,,,
19185,HORIZON feat. Hatsune Miku,['Music'],Music,,,5.76,1015,7975,1658,1,Unknown,21-Jun-13,,,,,
19187,Fake Doll,['Music'],Music,,,5.87,726,8778,1161,1,Unknown,27-Aug-12,,,,,
19191,Koukaku Kidoutai Arise: Ghost in the Shell - Border:2 Ghost Whispers,"['Mecha', 'Police', 'Psychological', 'Sci-Fi']",Movie,,['Production I.G'],7.62,16680,2268,32660,1,Manga,30-Nov-13,,,,,
19193,Koukaku Kidoutai Arise: Ghost in the Shell - Border:3 Ghost Tears,"['Mecha', 'Police', 'Psychological', 'Sci-Fi']",Movie,['Bandai Visual'],['Production I.G'],7.47,13610,2414,28817,1,Manga,28-Jun-14,,,,,
19195,Koukaku Kidoutai Arise: Ghost in the Shell - Border:4 Ghost Stands Alone,"['Mecha', 'Police', 'Psychological', 'Sci-Fi']",Movie,['Bandai Visual'],['Production I.G'],7.55,11436,2551,26067,1,Manga,6-Sep-14,,,,,
19207,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo - The TV,"['Comedy', 'Magic']",TV,['AIC Frontier'],,5.44,702,7368,2275,10,Unknown,"Jul 6, 2013 to Sep 7, 2013",,,,,
19209,Devour Dinner,"['Dementia', 'Fantasy']",Movie,['Mirai Film'],,5.29,109,11803,288,1,Unknown,2008,,,,,
19211,Suisei no Gargantia Specials,"['Action', 'Sci-Fi', 'Adventure', 'Mecha']",Special,,['Production I.G'],7.24,16642,2427,29786,2,Original,"Aug 28, 2013 to Oct 25, 2013",,,,,
19213,Lost Utopia,"['Action', 'Fantasy', 'Supernatural', 'Music', 'Seinen']",Movie,,['Mirai Film'],4.79,350,9821,690,1,Unknown,2007,,,,,
19217,And And,['Music'],Music,['Mirai Film'],,5.44,361,10060,618,1,Unknown,2011,,,,,
19219,Modern No.2,['Dementia'],Movie,['Mirai Film'],,5.49,285,10331,510,1,Unknown,2011,,,,,
19221,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru","['Comedy', 'Romance', 'School']",TV,"['DAX Production', 'Studio Jack', 'MAGES.']",['Diomedea'],7.46,134078,341,241021,10,Light novel,"Oct 10, 2013 to Dec 12, 2013",,,,,
19231,Jam,"['Music', 'Dementia', 'Fantasy']",Music,['Mirai Film'],,4.85,256,10595,455,1,Unknown,2009,,,,,
19233,Around,['Slice of Life'],Movie,,,5.65,343,9881,650,1,Original,2007,,,,,
19235,"Dance, Dance, Dance","['Fantasy', 'Music']",Music,,,5.95,283,10445,518,1,Unknown,2012,,,,,
19237,Nimrod,"['Fantasy', 'Music']",Music,,,5.68,243,10901,424,1,Unknown,2011,,,,,
19239,Old City Ward,"['Fantasy', 'Music']",Music,,,5.47,225,11155,370,1,Unknown,2010,,,,,
19251,Uta no☆Prince-sama�?Maji Love 2000%: Shining Star Xmas,"['Comedy', 'Harem', 'Music', 'Romance', 'School', 'Shoujo']",Special,"['Showgate', 'King Records']",['A-1 Pictures'],7.43,6980,3177,17674,1,Visual novel,25-Dec-13,,,,,
19255,Hyakka Ryouran: Samurai Bride Specials,"['Ecchi', 'Comedy']",Special,"['Genco', 'Lantis']",['Arms'],6.7,3287,4378,8206,6,Light novel,"Jun 26, 2013 to Nov 27, 2013",,,,,
19257,Meganebu!,"['Comedy', 'School', 'Slice of Life']",TV,['TOHO animation'],['Studio Deen'],6.37,6906,2734,24954,12,Other,"Oct 7, 2013 to Dec 23, 2013",,,,,
19261,Gintama x Mameshiba,"['Comedy', 'Parody']",Special,,,6.92,2642,4565,7361,6,Manga,"Dec 3, 2013 to Dec 18, 2013",,,,,
19271,Gekitou! Crush Gear Turbo: Kaizabaan no Chousen,"['Shounen', 'Sports']",Movie,"['Bandai Visual', 'Lantis', 'Toei Video']",['Sunrise'],6.59,124,10724,413,1,Unknown,20-Jul-02,,,,,
19279,Pony Metal U-GAIM Promotion Film,"['Action', 'Mecha', 'Music', 'Parody', 'Sci-Fi']",Special,['Anime R'],,5.47,170,10656,410,1,Unknown,1986,,,,,
19283,Oyako Rankan The Animation,['Hentai'],OVA,['Pink Pineapple'],,6.24,724,7295,2113,1,Visual novel,27-Sep-13,,,,,
19285,Shingeki no Kyojin: Ano Hi Kara,"['Action', 'Drama', 'Fantasy', 'Shounen', 'Super Power']",Special,"['Production I.G', 'Mainichi Broadcasting System', 'Shingeki no Kyojin Team']",['Wit Studio'],7.02,34162,1414,63454,1,Manga,7-Jul-13,,,,,
19287,Reunion (Music),['Music'],Music,['Sony Music Entertainment'],,5.69,938,7762,1757,1,Unknown,17-Apr-13,,,,,
19291,Pokemon XY,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']",TV,['TV Tokyo'],['OLM'],7.43,22232,1522,48143,93,Game,"Oct 17, 2013 to Oct 22, 2015",,,,,
19297,Ketsuekigata-kun! Featuring Yuri & Nasuno,['Comedy'],Special,['Earth Star Entertainment'],['feel.'],4.8,1172,7210,2339,1,Web manga,30-Jun-13,,,,,
19305,Nyuru Nyuru!! Kakusen-kun,['Comedy'],TV,['Yomiuri Telecasting'],['DLE'],5.51,49,11206,360,25,Unknown,"Jul 9, 2013 to Dec 24, 2013",,,,,
19311,Turuturutu Narongi,"['Adventure', 'Kids']",TV,['Studio Kaab'],,6.25,8,14144,113,52,Original,"Dec, 2004 to Jan, 2006",,,,,
19315,Pupa,"['Fantasy', 'Horror', 'Psychological']",TV,['Earth Star Entertainment'],['Studio Deen'],3.71,53958,899,106837,12,Manga,"Jan 10, 2014 to Mar 28, 2014",,,,,
19325,Kwaegeol Longman Narongi,"['Adventure', 'Kids']",TV,['Studio Kaab'],,6.64,11,14400,106,52,Original,"Jan, 2006 to Mar, 2007",,,,,
19337,Momoya x Peeping Life: Go en Desu yo!,['Slice of Life'],ONA,['CoMix Wave Films'],,5.5,88,11577,305,4,Unknown,"Apr 25, 2013 to May 16, 2013",,,,,
19351,Nijiiro☆Prism Girl,"['Comedy', 'Romance', 'School', 'Shoujo']",OVA,,['SynergySP'],6.32,910,7537,1959,4,Manga,"Aug 3, 2013 to Nov 30, 2013",,,,,
19363,Gin no Saji 2nd Season,"['Comedy', 'School', 'Shounen', 'Slice of Life']",TV,"['Aniplex', 'Dentsu', 'Fuji TV', 'Kyoraku Industrial Holdings']",['A-1 Pictures'],8.33,54351,1072,87555,11,Manga,"Jan 10, 2014 to Mar 28, 2014",,,,,
19365,Samurai Flamenco,"['Action', 'Comedy', 'Parody', 'Super Power']",TV,"['Aniplex', 'Dentsu', 'Movic', 'Fuji TV', 'Kyoraku Industrial Holdings', 'DeNA']",['Manglobe'],6.97,33659,1059,92969,22,Original,"Oct 11, 2013 to Mar 28, 2014",,,,,
19367,Galilei Donna,"['Action', 'Sci-Fi', 'Adventure']",TV,"['Aniplex', 'Dentsu', 'Fuji TV', 'Kyoraku Industrial Holdings']",['A-1 Pictures'],6.47,19155,1980,43853,11,Original,"Oct 11, 2013 to Dec 20, 2013",,,,,
19369,Outbreak Company,"['Harem', 'Comedy', 'Parody', 'Fantasy']",TV,"['Pony Canyon', 'TBS', 'Kodansha', 'Movic', 'DAX Production']",['feel.'],7.48,95669,439,186991,12,Light novel,"Oct 4, 2013 to Dec 20, 2013",,,,,
19383,Yami Shibai,"['Dementia', 'Horror', 'Demons', 'Supernatural']",TV,['TV Tokyo'],['ILCA'],7.18,22911,1624,49016,13,Original,"Jul 15, 2013 to Sep 30, 2013",,,,,
19391,Shingeki no Kyojin Picture Drama,"['Parody', 'Comedy']",Special,"['Production I.G', 'Wit Studio']",['Studio Moriken'],6.73,15511,2267,32787,9,Manga,"Jul 17, 2013 to Mar 19, 2014",,,,,
19397,Zettai Bouei Leviathan: Mini Takibi Gekijou,"['Fantasy', 'Magic', 'Comedy']",Special,['TV Tokyo'],['Gonzo'],5.99,464,8397,1458,13,Game,"Jul 7, 2013 to Sep 30, 2013",,,,,
19401,Kuusou no Sora Tobu Kikaitachi,['Historical'],Movie,,['Studio Ghibli'],6.3,84,9014,965,1,Original,2002,,,,,
19429,Akuma no Riddle,"['Action', 'School', 'Shoujo Ai']",TV,"['Mainichi Broadcasting System', 'Pony Canyon', 'DAX Production']",['Diomedea'],6.78,80538,555,166903,12,Manga,"Apr 4, 2014 to Jun 20, 2014",,,,,
